Profile,t_lifeweek,t_numberofdeath
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,23,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,28,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,20,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,2,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,49,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,33,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,29,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,50,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,44,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,35,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,21,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,12,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,39,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,19,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,41,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,15,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,30,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,1,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,33,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,29,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,11,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,42,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,41,1
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_4b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,29,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,42,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,4,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,32,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,6,1
Profile_5b,52,0
Profile_5b,35,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,15,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,25,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,47,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,22,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,4,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,33,1
Profile_5b,3,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,40,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,26,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,20,1
Profile_5b,52,0
Profile_5b,19,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,39,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,50,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,19,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,9,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,2,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,22,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,27,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,42,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,4,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,46,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,41,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,48,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,18,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,17,1
Profile_5b,52,0
Profile_5b,52,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,26,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,14,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,19,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,19,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,9,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,21,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,29,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,23,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,28,1
Profile_5b,52,0
Profile_5b,16,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,33,1
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
Profile_5b,52,0
